File Name,Fiscal Year,Stripe Type,Stripe Number,Incident Date,Incident Time,Location / Plant,Department,Section,Incident Type,Injury Description,Employee Type,Vendor Name,Vendor Star Rating,Risk Type,LTI Free Days,Camera Surveillance,What Happened,Preliminary Findings,Recommendations,Severity,FY Number
"Orange Stripe#38-FY25-Combimill, TSG-English.pdf",FY-25,Orange Stripe,38/FY-25,05-08-2024 Time: 12:30 PM,12:30 PM,Structural,"Combi Mill, TSG",,LTI of a contractor employee,Dislocation of left jaw,Contractor,M/s S S Engineering,3 Star,"Yellow Risk (C3, L4)",223 days,No,,,,LTI,2025.0
"Orange Stripe#38-FY25-Combimill, TSG-English.pdf",FY-25,Orange Stripe,38/FY-25,,,,,,,,,,,,,,,"1. The area was properly barricaded. 2. The open cable trench was under the covering stage. 3. Permit to Work (PTW) was taken for the job. 4. IP entered the barricaded area, where entry was prohibited.","1. Proper communication and awareness should be provided to all the workforce to not to go under barricaded area. 2. All open/uncovered trench, pit, holes etc. should be covered on urgent basis.",LTI,2025.0
Orange Stripe#37-FY25-Tinplate-English.pdf,FY-25,Orange Stripe,37/FY-25,03-08-2024 Time: 04:49 PM,04:49 PM,Cleaning section,Mechanical maintenance,ETL1 (Electrolytic Tinning Line),LTI of a company employee,Cut injury on left-hand index finger,Company,,,"Yellow Risk (C3, L5)",283 days,Yes,,,,LTI,2025.0
Orange Stripe#37-FY25-Tinplate-English.pdf,FY-25,Orange Stripe,37/FY-25,,,,,,,,,,,,,,,1. Illumination was good at working site. 2. SOP violation was noticed with respect to holding the arm of the bearing block. 3. The working point is under CCTV coverage.,"1. SOP should be revised, and communication should be given to all employees. 2. Dos and Don’ts should be displayed at hazardous zone at the shopfloor.",LTI,2025.0
ORANGE STRIPE 33-FY25_ENG.pdf,FY-25,Orange Stripe,33/FY-25,30-07-2024 Time: 12:33 PM,12:33 PM,Occupational Health and Safety (OHS) island,"Iron Making Elect. Maintenance, Shared Services",Coke Plant,LTI of a company employee,Fracture in left ankle,Company,,,"Yellow Risk (C3, L4)",960 days,Yes,"On July 30, 2024, IP (Injured Person) was going to his residence for lunch on his two-wheeler. At the OHS island, a car from Digi Wheels approached from the petrol pump side and accidently collided with the two-wheeler. As a result, the IP fell on the road and sustained injury to his left ankle. He",,,LTI,2025.0
ORANGE STRIPE 33-FY25_ENG.pdf,FY-25,Orange Stripe,33/FY-25,,,,,,,,,,,,,,,1. Both the car and the two-wheeler did not slow down while approaching at the island as captured in CCTV.,1. One must ensure to conduct regular basic checks and maintenance practices to ensure their vehicles are in good working condition. 2. Departments to ensure imparting defensive driving training to employees to enhance road safety.,LTI,2025.0
Orange Stripe#32-FY25-Central Utility TSM-English.pdf,FY-25,Orange Stripe,32/FY-25,31-07-2024 Time: 11:50 AM,11:50 AM,COG (Coke Oven Gas) Booster-4,"Central Utility, Power System, TSM",,LTI of a contractor employee,Cut injury in left hand index finger,Contractor,M/s M Tech Engineers,3 Star,"Blue Risk (C3, L3)",590 days,No,"On July 31, 2024, IP (Injured person) was engaged in a lobe alignment activity in COG Booster-4. IP was holding the booster body with right hand and rotating the gear with his left hand instead of using a stud. During the gear-timing setting check, his left-hand index finger got entangled between th",,,LTI,2025.0
Orange Stripe#32-FY25-Central Utility TSM-English.pdf,FY-25,Orange Stripe,32/FY-25,,,,,,,,,,,,,,,"1. Work permit, SOP, and HIRA was available for the job. 2. IP was wearing cut resistant hand gloves during the job. 3. There was no proper platform to execute the job. 4. IP was rotating the gear with hand instead of stud, which was the violation of the SOP.","1. Proper platform or scaffolding should be used for the maintenance of the machines at height. 2. Appropriate and standardized tools and tackles should be used to avoid manual intervention. SOP- Standard Operating Procedure, HIRA- Hazard Identification and Risk Assessment",LTI,2025.0
Orange Stripe#31-FY25-CDQ 1-TSM-English.pdf,FY-25,Orange Stripe,31/FY-25,30-07-2024 Time: 5:30 PM,5:30 PM,Coke Dry Quench-1 (CDQ-1),"Coke Oven-1, Electrical Maintenance",,LTI of a contractor employee,Super facial burn injury on both hands,Contractor,M/s Engineering Services International,3 Star,"Blue Risk (C3, L2)",,No,,,,LTI,2025.0
Orange Stripe#31-FY25-CDQ 1-TSM-English.pdf,FY-25,Orange Stripe,31/FY-25,,,,,,,,,,,,,,,"1. Work Permit was available and Positive Isolation was done for the job. 2. SOP, ESI & HIRA was available for the job. 3. IP was wearing suitable PPEs (arc flash jacket), however, inappropriately. 4. The inside panel of the replaced MCCB was fixed without operating mechanism and inappropriately.","1. Replacement of components should be done as per original mechanism defined in the SOP. 2. Replaced components should be firmly fixed inside Panel. 3. All workers & employees must ensure to wear standardized PPEs appropriately, so as to cover all the body parts. SOP- Standard Operating Procedure,",LTI,2025.0
Orange Stripe#30-FY25-BOF 2-TSM-English.pdf,FY-25,Orange Stripe,30/FY-25,30-07-2024 Time: 10:10 AM,10:10 AM,"Basic Oxygen Furnace-2, 30 meters","MHS, SMUMM",,LTI of a contractor employee,Fracture in left hand middle fingertip,Contractor,M/s Abreast Engg.,3 Star,"Blue Risk (C3, L3)",,No,,,,LTI,2025.0
Orange Stripe#30-FY25-BOF 2-TSM-English.pdf,FY-25,Orange Stripe,30/FY-25,,,,,,,,,,,,,,,1. Permit was taken for the job. 2. Standard Operating Procedure (SOP) and Energy Source Identification (ESI) were available for the job at site. 3. All working crew members were wearing required PPEs. 4. Positive isolation was not done for the valve.,"1. Six directional hazards identification should be done as per the site condition. 2. Onsite job training should be provided, and hazards mitigation should be done before starting the work.",LTI,2025.0
Orange Stripe#29-FY25-Metalik-English.pdf,FY-25,Orange Stripe,29/FY-25,28-07-2024 Time: 12:40 PM,12:40 PM,Pipe fabrication yard near SDP,Project,,LTI of a contractor employee,Fracture in left thumb,Contractor,M/s. Ellenbarrie Industrial Gasses Ltd.,3 Star,"Blue Risk (C3, L3)",1006 days,No,,,,LTI,2025.0
Orange Stripe#29-FY25-Metalik-English.pdf,FY-25,Orange Stripe,29/FY-25,,,,,,,,,,,,,,,"1. IP was wearing appropriate Personal Protective Equipment (PPE) suitable for the job. 2. The area was well illuminated and free from any obstacles. 3. Standard Operating Procedure was not adequate. 4. IP manually rolled the pipe, which was not the standard procedure.","1. SOP should be reviewed and JCC (Job Cycle Check) should be conducted for all manual jobs. 2. Manual rolling should be avoided, and F-type rod/bar should be used. 3. Awareness session on such types of manual works should be conducted periodically. 4. Supervisors must ensure that all the steps of S",LTI,2025.0
Orange Stripe#28-FY25-CRM- E&P TSK-English.pdf,FY-25,Orange Stripe,28/FY-25,23-07-2024 Time: 04:27 PM,04:27 PM,"Continuous Annealing Line (CAL) entry, Common scrap belt conveyor","Project Operation Group, Cold Rolling Mill",,LTI of a contractor employee,Fracture in right-hand forearm,Contractor,M/s Abreast Engineering Company,3 Star,"Blue Risk (C3, L3)",21 Days,No,"On July 23, 2024, IP (Injured Person), along with two other colleagues, was performing a visual inspection of the scrap conveyor. During this process, IP accidently came into contact with the running belt with his right hand, which got stuck between the conveyor belt and the idler roll. The conveyor",,,LTI,2025.0
Orange Stripe#28-FY25-CRM- E&P TSK-English.pdf,FY-25,Orange Stripe,28/FY-25,,,,,,,,,,,,,,,1. Permit was available for the job. 2. Six directional hazards were mentioned in permit and were discussed during the Toolbox Talk.,1. Protecting guards needs to be installed for the rotating part of the conveyor and incorporated the same in the conveyor design also.,LTI,2025.0
"Orange Stripe#27-FY25-Oxygen Plant, TSM-English.pdf",FY-25,Orange Stripe,27/FY-25,16-07-2024 Time: 04:30 PM,04:30 PM,"Nitrogen compressor-3, compressor house","Oxygen Plant, Power System, TSM",,LTI of a contractor employee,Fracture in right hand middle and index finger,Contractor,M/s Tata Project Limited,4 Star,"Blue Risk (C3, L3)",,No,,,,LTI,2025.0
"Orange Stripe#27-FY25-Oxygen Plant, TSM-English.pdf",FY-25,Orange Stripe,27/FY-25,,,,,,,,,,,,,,,1. Job was performed after isolation with valid work permit. 2. All working crew were trained with valid gate pass. 3. Toolbox talk was conducted before performing the job. 4. All working crew members were using cut resistant hand gloves while performing job.,1. Standard Operating Procedure (SOP) should be revised by addressing do’s and don’ts during manual activity. 2. Explore new mechanism to reduce man-machine interface.,LTI,2025.0
"Orange Stripe#26-FY25-Joda, RM-English.pdf",FY-25,Orange Stripe,26/FY-25,11-07-2024 Time: 11:00 AM,11:00 AM,Tertiary Crusher House (TCH) area,"Dry and Logistics, Joda",,LTI of a contractor employee,Blunt Trauma at back of neck,Contractor,M/s RC Engineering Enterprises,3 Star,"Red Risk (C4, L4)",166 days,No,"On July 11, 2024, IP (Injured person), along with two other female employees, was engaged in cleaning activity at ground floor, outside the Tertiary Crusher House. Suddenly, one worn out rubber screen panel of size 610 mm x 305 mm, weighing about 5.8 Kg, fell from the height of 15 feet, on her back",,,LTI,2025.0
"Orange Stripe#26-FY25-Joda, RM-English.pdf",FY-25,Orange Stripe,26/FY-25,,,,,,,,,,,,,,,"1. IP was wearing helmet with proper tightening of chin strip. 2. Material had been thrown from conveyor gallery, which rolled down two benches and hit the IP. 3. Conveyor non-pathway, from where material fell, maintenance was found poor.","1. Cease the practice of throwing objects or releasing dust directly from the conveyor. 2. Frequent maintenance of the conveyor walkway, non-walkway side, and other relevant areas. 3. Restrict/reduce the material/dust spillage from conveyor galleries. 4. Secure missing deck & seal plates on conveyor",LTI,2025.0
Orange Stripe#25-FY25-E&P TSK-English.pdf,FY-25,Orange Stripe,25/FY-25,02-07-2024 Time: 07:10 PM,07:10 PM,CRM Buffer Vessel Entry Gate,"Mechanical, Cold Rolling Mill (CRM)",,LTI of a contractor employee,Fracture in left hand fingers,Contractor,M/s Asiatic Crane Services,3 Star,"Blue Risk (C3, L3)",209 Days,No,,,,LTI,2025.0
Orange Stripe#25-FY25-E&P TSK-English.pdf,FY-25,Orange Stripe,25/FY-25,,,,,,,,,,,,,,,1. The gate over-travelled beyond the stopper due to excessive pull and an insufficiently robust stopper. 2. The handle of the gate was not available. 3. IP was in a hurry to close the gate.,1. Additional stopper should be provided so that gate opening can be limited. 2. Standard stopper and handle for gates should be part of drawing. 3. A gap needs to be maintained between the two gates to prevent any body parts from getting stuck.,LTI,2025.0
Orange Stripe#23-FY25-Spare Manufacturing-English.pdf,FY-25,Orange Stripe,23/FY-25,22-06-2024 Time: 11:15 AM,11:15 AM,Assembly Section,"Spares Manufacturing, Shared Services",,LTI of a contractor employee,Fracture in the right-hand forearm,Contractor,Kumar Enterprises,3 Star,"Yellow Risk (C3, L4)",502 days,Yes,,,,LTI,2025.0
Orange Stripe#23-FY25-Spare Manufacturing-English.pdf,FY-25,Orange Stripe,23/FY-25,,,,,,,,,,,,,,,1. Illumination was found ok at the site of the incident. 2. IP was wearing all the required Personal Protective Equipment (PPEs) for the job. 3. Work permit was taken for the job. 4. Standard Operating Procedure (SOP) for the job was available but found inadequate. 5. The activity was not being fol,"1. Implementation of the Kiken Yochi Training (KYT) methodology at shop floor to improve behaviour safety and risk perception of working employees. 2. Development of the visual SOP of frequently executed hazardous jobs and its display on the shop floor. 3. Enforcement of the Right SOP, Right Skill &",LTI,2025.0
Orange Stripe#20-FY25-E&P TSK-English.pdf,FY-25,Orange Stripe,20/FY-25,13-06-2024 Time: 11:25 AM,11:25 AM,"9 metre floor, Stock House Feed Circuit Transfer Tower (TT-2#CF)","Mechanical, Blast Furnace 2",,LTI of a contract employee,Fracture in left arm upper portion,Contractor,M/s Pradeep Deo,3 Star,"Red Risk (L4, C4)",35 days,No,"On June 13, 2024, IP (Injured Person) along with his colleague was engaged in the de-dusting duct fitting job at the 9-metre floor of TT-2-CF, Stock House. IP came to the side of the floor to talk with his site supervisor who was on the ground floor. In that instance, a steel plate (500x150x6mm, wei",,,LTI,2025.0
Orange Stripe#20-FY25-E&P TSK-English.pdf,FY-25,Orange Stripe,20/FY-25,,,,,,,,,,,,,,,"1. Multiple agencies were deployed for different activities on different floors of the Transfer Tower at the time of the incident. 2. All floors were fully covered with chequered plates. Also, there were drop points with railings and toe boards at one corner of each floor.","1. Multiple activities should not be allowed at the same structure or floor. 2. Special care should be taken, while issuing work permit of multiple jobs at the construction sites.",LTI,2025.0
Orange Stripe#17-FY25-CRM CGL2-TSJ-English-R1.pdf,FY-25,Orange Stripe,17/FY-25,05-06-2024 Time: 1:15 AM,1:15 AM,"Furnace top, CGL-2",Cold Rolling Mill (CRM),CGL-2 (Continuous Galvanizing Line) Operation,LTI of a company employee,Sprain in right foot ankle,Company,,,"Blue Risk (C3, L3)",1051 days,No,"On June 05, 2024, IP (Injured Person) was involved in pre startup activities of CRM/CGL-2 major shutdown. Line startup was scheduled in the A- shift. For furnace readiness with respect to line start up, IP went to inspect furnace top along with the maintenance crew. During movement in preheat sectio",,,LTI,2025.0
Orange Stripe#17-FY25-CRM CGL2-TSJ-English-R1.pdf,FY-25,Orange Stripe,17/FY-25,,,,,,,,Contractor,,,,,,,1. No slippery material/surface were observed in the area. 2. Structure/support present around bung area by design. 3. IP was supervising the activity; mechanical contract employee was doing the job.,1. Step height for going to preheat top bung area from pathway above to be decreased. 2. Defined path should be indicated to access preheat leak valve. 3. STF (Slip/Trip/Fall) hazard around structures/channels supporting bung to be eliminated in preheat top. 4. Display cautioning for hazards related,LTI,2025.0
"Orange Stripe#19-FY25-Khopoli, TSM-English.pdf",FY-25,Orange Stripe,19/FY-25,11-06-2024 Time: 04:40 PM,04:40 PM,LDP Mill-1 Production recovery area,LDP (Large Diameter Pipe) Operation,,LTI of a contractor employee,Left hand middle finger crush injury,Contractor,M/S Arif Mohammad,3 Star,"Yellow Risk (C3, L4)",390 days,No,,,,LTI,2025.0
"Orange Stripe#19-FY25-Khopoli, TSM-English.pdf",FY-25,Orange Stripe,19/FY-25,,,,,,,,,,,,,,,1. IP was wearing hand gloves. 2. IP was not using crowbar for removal of hook.,1. Explore the feasibility of using lifting magnets for handling the pipes. 2. CCTV cameras should be installed at all hazardous work zone.,LTI,2025.0
Orange Stripe#14-FY25-Metaliks Division-English.pdf,FY-25,Orange Stripe,14/FY-25,30-05-2024 Time: 07:30 am,07:30 am,"Finishing Line -2, Zinc Coating Machine",DIP (Ductile Iron Pipe),Cold Zone,LTI of a company employee,Lacerated cut injury near right shoulder joint,Company,,,"Blue Risk (C3, L2)",281 days,No,,,,LTI,2025.0
Orange Stripe#14-FY25-Metaliks Division-English.pdf,FY-25,Orange Stripe,14/FY-25,,,,,,,,,,,,,,,"1. Standard Operating Procedure (SOP) and Hazard Identification & Risk Assessment (HIRA) were available for the said job, but it was found inappropriate. 2. Emergency stop was applied but locking of the emergency button was skipped. 3. Lack of coordination between the two operators working on same l",1. HIRA and Heat Map should be reviewed and the same should be communicated to all concerned workmen. 2. Job Cycle Check (JCC) of the job should be done and changes should be implemented in the SOP. 3. Provision of Access Control should be explored.,LTI,2025.0
Orange Stripe#16-FY25-E&P TSJ-English.pdf,FY-25,Orange Stripe,16/FY-25,03-06-2024 Time: 02:40 PM,02:40 PM,"BOT-TTP* project site, Coke Plant",TSJ Projects,,LTI of a contractor employee,Fracture in right leg,Contractor,M/s. New Vishal Engineering Co.,3 Star,"Yellow Risk (C3, L4)",154 days,No,"On June 03, 2024, IP (Injured Person) was involved in the material (angles & purlins) shifting job with the help of F15 crane. Material was lifted and was shifted to a distance of about 10 meters horizontally. All angles and purlins were tied one upon one with the wire rope and D-shackle. Material w",,,LTI,2025.0
Orange Stripe#16-FY25-E&P TSJ-English.pdf,FY-25,Orange Stripe,16/FY-25,,,,,,,,,,,,,,,1. Worker probably stood too close to the bundle of materials. 2. Standard Operating Procedure (SOP) for the job was available and found adequate.,"1. Only similar type of material should be bundled together for handling through cranes. 2. Proper dunnage is to be placed and material should be firmly placed on the top, before attempting to remove D-shackles.",LTI,2025.0
Orange Stripe#13-FY25- SMS EP TSK-English.pdf,FY-25,Orange Stripe,13/FY-25,28-05-2024 Time: 12.40 PM,12.40 PM,Back side road of TSK centre,"SMS Project, TSK",,LTI of a contractor employee,Abrasion and swelling in the left leg ankle,Contractor,M/s Larson & Toubro Limited,3 Star,"Yellow Risk (C4, L3)",,No,,,,LTI,2025.0
Orange Stripe#13-FY25- SMS EP TSK-English.pdf,FY-25,Orange Stripe,13/FY-25,,,,,,,,,,,,,,,1. Illumination of the site was proper. 2. No designated pedestrian pathway or signage was found on the road.,1. Pedestrians should wear jacket with fluorescent stripes for better visibility. 2. A designated pedestrian pathway with clear marking should be established on each road. 3. Install safety barriers or cones to create a physical separation between pedestrian pathways and vehicle routes.,LTI,2025.0
